0.0,0.0,0.23570226039551584
0.0,0.05,0.17644849392214426
0.0,0.1,0.13830537464735815
0.0,0.15,0.11847546080085287
0.0,0.2,0.11265381527805252
0.0,0.25,0.11500434585701075
0.0,0.3,0.12066378193007274
0.0,0.35,0.12693097513115528
0.0,0.4,0.13264774330544216
0.0,0.45,0.13742814455435023
0.0,0.5,0.14122082977163511
0.0,0.55,0.14410542672475662
0.0,0.6,0.14620417459628349
0.1,0.0,0.23570226039551584
0.1,0.05,0.17219058517078026
0.1,0.1,0.12871896768365401
0.1,0.15,0.10327888133733738
0.1,0.2,0.093377616841562899
0.1,0.25,0.093927837969979749
0.1,0.3,0.099163913196164397
0.1,0.35,0.10550563350313338
0.1,0.4,0.11140983718160523
0.1,0.45,0.11636797865823542
0.1,0.5,0.12030170485312176
0.1,0.55,0.12329331594544929
0.1,0.6,0.12547478964744355
0.2,0.0,0.23570226039551584
0.2,0.05,0.16783914264686114
0.2,0.1,0.11936778133778922
0.2,0.15,0.088511803316445106
0.2,0.2,0.074706147589777505
0.2,0.25,0.074402898599173761
0.2,0.3,0.080392540233785489
0.2,0.35,0.087694407646250846
0.2,0.4,0.094364358015923813
0.2,0.45,0.099866772420789812
0.2,0.5,0.10417389673666895
0.2,0.55,0.10742079442153188
0.2,0.6,0.10978072065730952
0.3,0.0,0.23570226039551584
0.3,0.05,0.16336054982427556
0.3,0.1,0.11032096525596648
0.3,0.15,0.074479829081923632
0.3,0.2,0.057304028750721103
0.3,0.25,0.058356276715229229
0.3,0.3,0.06707067157677013
0.3,0.35,0.076381592723496233
0.3,0.4,0.084345246360388038
0.3,0.45,0.090672320982027307
0.3,0.5,0.095514524693739736
0.3,0.55,0.099119841553136592
0.3,0.6,0.10173304691534529
0.4,0.0,0.23570226039551584
0.4,0.05,0.15874512628837606
0.4,0.1,0.1018038386784743
0.4,0.15,0.0620731834813971
0.4,0.2,0.043598330009952342
0.4,0.25,0.050802886779742568
0.4,0.3,0.063767288378773462
0.4,0.35,0.075297451122306014
0.4,0.4,0.084496424289029107
0.4,0.45,0.091563780621442645
0.4,0.5,0.096882250905665671
0.4,0.55,0.10082095991888065
0.4,0.6,0.10369594174672292
0.5,0.0,0.23570226039551584
0.5,0.05,0.15403016552447985
0.5,0.1,0.094341472644166036
0.5,0.15,0.053758984852106576
0.5,0.2,0.04263961122659797
0.5,0.25,0.057587326002765789
0.5,0.3,0.073173781628919937
0.5,0.35,0.085892690226274451
0.5,0.4,0.095742608277226429
0.5,0.45,0.1032203116353605
0.5,0.5,0.10883821021884443
0.5,0.55,0.11303587973547158
0.5,0.6,0.11617466752489636
0.6,0.0,0.23570226039551584
0.6,0.05,0.14935962379851173
0.6,0.1,0.089072367944660891
0.6,0.15,0.055268423380182258
0.6,0.2,0.058587517333189093
0.6,0.25,0.076546588177413333
0.6,0.3,0.093064783721442057
0.6,0.35,0.10625245161786726
0.6,0.4,0.11642008083084013
0.6,0.45,0.12417331627702236
0.6,0.5,0.13008018921337211
0.6,0.55,0.13461798162839508
0.6,0.6,0.13817784780025749
0.7,0.0,0.23570226039551584
0.7,0.05,0.14515444706801423
0.7,0.1,0.088392046591720438
0.7,0.15,0.069961896954258973
0.7,0.2,0.083885332013280606
0.7,0.25,0.10387823683592186
0.7,0.3,0.12113347650245958
0.7,0.35,0.13481235145901838
0.7,0.4,0.14545179394791291
0.7,0.45,0.15373802514509899
0.7,0.5,0.16028180468291356
0.7,0.55,0.16559163427221016
0.7,0.6,0.17008714262271346
0.8,0.0,0.23570226039551584
0.8,0.05,0.14269265415657315
0.8,0.1,0.097014321275640067
0.8,0.15,0.097235000479877889
0.8,0.2,0.11859221457493835
0.8,0.25,0.14080151734944377
0.8,0.3,0.15932587585813013
0.8,0.35,0.17416713263917533
0.8,0.4,0.18609289661012798
0.8,0.45,0.19586907641235449
0.8,0.5,0.20413865328819225
0.8,0.55,0.21143868913947567
0.8,0.6,0.21823203583046993
0.9,0.0,0.23570226039551584
0.9,0.05,0.14668770713219759
0.9,0.1,0.12512749447974392
0.9,0.15,0.14484719885705682
0.9,0.2,0.17340737520785898
0.9,0.25,0.19926749126416288
0.9,0.3,0.22097257916279403
0.9,0.35,0.23935467553855133
0.9,0.4,0.25539899795467108
0.9,0.45,0.26992131278740294
0.9,0.5,0.28364398464588236
0.9,0.55,0.29723408357454661
0.9,0.6,0.31127366807439527
1.0,0.0,0.23570226039551584
1.0,0.05,0.18590866494955013
1.0,0.1,0.21990826988848169
1.0,0.15,0.26608949243431723
1.0,0.2,0.30692255545878316
1.0,0.25,0.34342635494267121
1.0,0.3,0.37885311224727636
1.0,0.35,0.42014357762995663
1.0,0.4,0.47640853434016839
1.0,0.45,0.5238469453976049
1.0,0.5,4.4361801149981141e+40
1.0,0.55,1000000.0
1.0,0.6,1000000.0
